Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,507.867004,513.333008,501.666992,503.833008,493.725555,1602100
2018-01-02,505.032990,517.333008,499.000000,515.632996,505.288818,2827863
2018-01-03,517.966980,525.166992,516.000000,517.200012,506.824402,2871907
2018-01-04,519.932983,525.067017,518.666992,521.099976,510.646118,2061667
2018-01-05,523.732971,523.732971,513.867004,516.132996,505.778778,1330975
2018-01-08,518.833008,526.666992,518.833008,522.900024,512.410095,1991223
2018-01-09,523.333008,528.000000,520.267029,527.067017,516.493469,1936948
2018-01-10,528.666992,529.333008,516.033020,519.232971,508.816589,1535887
2018-01-11,520.932983,525.533020,516.700012,524.132996,513.618286,1046914
2018-01-12,526.000000,526.666992,512.033020,516.900024,506.530396,2933382
2018-01-15,518.666992,522.666992,513.466980,516.232971,505.876740,1146082
2018-01-16,516.632996,520.466980,508.032990,511.233002,500.977081,1834026
2018-01-17,511.333008,522.632996,503.266998,520.500000,510.058167,1782994
2018-01-18,525.200012,543.267029,524.166992,533.666992,522.960999,7805662
2018-01-19,533.000000,538.732971,527.333008,534.900024,524.169312,1535200
2018-01-22,539.799988,546.533020,536.666992,542.400024,531.518860,3594555
2018-01-23,545.132996,545.267029,531.732971,538.166992,527.370728,2057214
2018-01-24,538.000000,552.333008,535.400024,549.500000,538.476379,3865750
2018-01-25,551.333008,551.900024,507.733002,512.632996,502.348999,9762141
2018-01-29,518.632996,530.267029,514.666992,525.666992,515.121521,8319201
2018-01-30,525.132996,526.900024,511.733002,513.833008,503.524933,3530484
2018-01-31,516.666992,518.000000,497.666992,501.367004,491.309021,2747253
2018-02-01,501.367004,514.666992,490.200012,505.899994,495.751038,3845061
2018-02-02,500.000000,501.333008,482.632996,488.700012,478.896118,3382230
2018-02-05,475.000000,485.967010,464.666992,481.666992,472.004211,2492284
2018-02-06,464.000000,474.333008,453.333008,466.700012,457.337463,3299244
2018-02-07,474.532990,477.200012,466.532990,467.500000,458.121399,2703379
2018-02-08,469.333008,481.333008,468.600006,478.700012,469.096741,2405113
2018-02-09,473.333008,476.799988,466.899994,472.233002,462.759460,1867788
2018-02-12,475.666992,486.600006,473.666992,484.333008,474.616730,1937262
2018-02-14,488.666992,488.967010,478.733002,481.266998,471.612244,2169484
2018-02-15,484.700012,486.100006,475.333008,477.399994,467.822784,1267582
2018-02-16,479.933014,483.333008,466.733002,469.066986,459.656952,1685658
2018-02-19,469.266998,473.333008,461.867004,467.532990,458.153748,1388427
2018-02-20,468.000000,471.333008,462.666992,463.566986,454.267303,1161661
2018-02-21,465.000000,467.799988,455.100006,458.833008,449.628296,3419208
2018-02-22,456.666992,457.967010,448.333008,450.299988,441.266449,3107217
2018-02-23,452.666992,468.666992,452.666992,467.032990,457.663757,3681946
2018-02-26,471.333008,483.867004,470.666992,480.333008,470.696991,3493792
2018-02-27,482.666992,484.000000,474.666992,480.766998,471.122253,1850050
2018-02-28,482.666992,488.266998,478.799988,485.833008,476.086639,3866728
2018-03-01,485.967010,488.600006,474.532990,476.166992,466.614532,2816931
2018-03-05,476.000000,482.233002,467.566986,480.600006,470.958618,1640220
2018-03-06,483.333008,484.532990,466.000000,468.266998,458.873016,1678482
2018-03-07,466.000000,473.899994,461.766998,468.000000,458.611389,2151202
2018-03-08,472.000000,476.000000,466.666992,473.867004,464.360687,1834540
2018-03-09,476.666992,481.666992,472.500000,474.766998,465.242645,1752177
2018-03-12,480.000000,480.000000,470.399994,478.632996,469.031097,1417213
2018-03-13,479.100006,485.933014,475.299988,481.867004,472.200195,2178453
2018-03-14,482.333008,484.666992,475.433014,478.899994,469.292694,1568118
2018-03-15,479.967010,485.066986,478.299988,480.766998,471.122253,1025422
2018-03-16,476.666992,488.766998,475.600006,479.799988,470.174652,3329587
2018-03-19,479.333008,481.000000,466.166992,467.899994,458.513367,1366059
2018-03-20,465.500000,478.233002,462.000000,474.867004,465.340607,1944199
2018-03-21,478.666992,479.967010,473.399994,476.600006,467.038849,2129493
2018-03-22,476.733002,485.100006,476.433014,477.933014,468.345123,2156724
2018-03-23,470.000000,474.532990,465.867004,469.833008,460.407623,2041255
2018-03-26,470.000000,486.799988,466.433014,482.933014,473.244843,1725537
2018-03-27,485.666992,494.700012,485.666992,491.200012,481.345978,2970558
2018-03-28,492.467010,497.867004,484.200012,486.833008,477.066559,4465992
2018-04-02,491.266998,504.000000,487.000000,501.600006,491.537323,1885776
2018-04-03,501.200012,511.333008,498.000000,510.433014,500.193146,2627949
2018-04-04,513.299988,513.299988,486.933014,488.333008,478.536499,2569993
2018-04-05,498.000000,505.700012,496.766998,504.632996,494.509491,1622911
2018-04-06,502.032990,504.233002,496.967010,502.132996,492.059631,728823
2018-04-09,504.666992,510.399994,498.266998,500.799988,490.753357,3060993
2018-04-10,505.233002,507.200012,498.000000,501.132996,491.079681,958611
2018-04-11,503.200012,504.132996,493.600006,497.032990,487.061920,873540
2018-04-12,499.333008,500.066986,493.433014,498.600006,488.597504,1045483
2018-04-13,502.933014,503.666992,494.532990,498.066986,488.075195,1348426
2018-04-16,495.333008,510.000000,494.000000,509.066986,498.854523,1108276
2018-04-17,512.599976,512.599976,502.233002,505.032990,494.901459,1341004
2018-04-18,506.666992,508.733002,501.733002,505.066986,494.934753,890097
2018-04-19,506.100006,516.599976,505.066986,512.599976,502.316620,2189419
2018-04-20,511.933014,513.932983,500.867004,510.500000,500.258789,1737316
2018-04-23,512.000000,516.267029,501.200012,502.532990,492.451599,1597674
2018-04-24,502.266998,502.266998,493.266998,496.467010,486.507294,1805994
2018-04-25,496.467010,501.867004,491.000000,495.933014,485.984009,1607793
2018-04-26,497.132996,503.333008,493.867004,500.166992,490.133057,2543394
2018-04-27,503.299988,507.299988,501.066986,502.899994,492.811249,1711810
2018-04-30,505.266998,506.467010,483.399994,486.566986,476.805878,3093207
2018-05-02,488.000000,494.000000,485.333008,488.933014,479.124451,1442760
2018-05-03,488.933014,490.166992,469.532990,471.933014,462.465515,2562340
2018-05-04,472.000000,474.399994,466.766998,469.100006,459.689331,1587040
2018-05-07,470.000000,479.266998,463.333008,478.266998,468.672424,1563171
2018-05-08,480.000000,484.000000,479.000000,481.000000,471.350586,1543783
2018-05-09,480.666992,489.032990,480.666992,487.532990,477.752502,2205747
2018-05-10,488.666992,488.967010,480.032990,481.333008,471.676910,948909
2018-05-11,483.132996,493.066986,482.000000,490.166992,480.333679,1650226
2018-05-14,491.132996,493.233002,483.399994,485.666992,475.923950,1035649
2018-05-15,485.532990,493.333008,480.066986,488.867004,479.059753,1053292
2018-05-16,486.666992,491.899994,481.032990,483.899994,474.192383,1119166
2018-05-17,484.200012,485.367004,470.032990,471.399994,461.943176,1043016
2018-05-18,471.399994,475.467010,469.600006,472.967010,463.478760,1332394
2018-05-21,474.600006,474.600006,450.132996,455.032990,445.904510,3579453
2018-05-22,460.000000,460.000000,448.500000,454.867004,445.741852,2762500
2018-05-23,454.666992,464.299988,453.333008,456.967010,447.799713,1497970
2018-05-24,459.333008,464.933014,455.333008,463.132996,453.842010,1395031
2018-05-25,463.333008,468.233002,458.367004,464.833008,455.507904,1554840
2018-05-28,466.666992,500.000000,466.666992,480.666992,471.024261,2891208
2018-05-29,481.933014,481.933014,467.500000,469.899994,460.473267,1134163
2018-05-30,468.600006,478.467010,466.532990,469.799988,460.375275,1407166
2018-05-31,472.600006,477.166992,469.333008,471.733002,462.269501,5708037
2018-06-01,472.933014,475.632996,462.867004,465.166992,455.835205,1222384
2018-06-04,466.799988,469.867004,455.333008,457.632996,448.452362,863778
2018-06-05,456.600006,461.333008,453.799988,457.132996,447.962372,1200031
2018-06-06,459.066986,464.000000,455.066986,462.367004,453.091370,1291956
2018-06-07,463.333008,471.266998,458.632996,469.367004,459.950958,1654620
2018-06-08,467.600006,477.899994,464.233002,475.266998,465.732605,2680872
2018-06-11,475.200012,475.200012,464.967010,466.200012,456.847504,1658448
2018-06-12,465.266998,469.032990,458.467010,459.132996,449.922272,1688136
2018-06-13,460.032990,462.666992,456.000000,458.367004,449.171631,1191624
2018-06-14,461.333008,462.333008,454.566986,456.600006,447.440094,1281625
2018-06-15,459.867004,471.166992,457.333008,467.132996,457.761780,4115832
2018-06-18,466.600006,466.600006,460.532990,461.500000,452.241791,680317
2018-06-19,459.333008,459.700012,448.066986,449.399994,440.384521,1774452
2018-06-20,450.000000,450.933014,432.600006,434.833008,426.109772,4071990
2018-06-21,434.833008,436.233002,427.399994,430.666992,422.027313,4725118
2018-06-22,427.566986,428.899994,421.467010,426.799988,418.237885,4599169
2018-06-25,429.333008,432.500000,420.967010,422.766998,414.285797,2425305
2018-06-26,421.333008,428.000000,417.266998,426.532990,417.976257,2702764
2018-06-27,426.532990,426.666992,411.333008,413.766998,405.466370,2056651
2018-06-28,410.733002,417.200012,402.867004,404.433014,396.319641,5499982
2018-06-29,405.700012,414.433014,403.333008,412.532990,404.257111,3006667
2018-07-02,411.399994,418.933014,409.467010,416.467010,408.112213,1684384
2018-07-03,414.867004,421.333008,410.000000,420.166992,411.737976,1310076
2018-07-04,420.100006,422.666992,413.700012,416.132996,407.784882,1075248
2018-07-05,418.467010,421.566986,414.066986,415.367004,407.034271,866314
2018-07-06,416.000000,418.666992,412.833008,414.266998,405.956329,1359757
2018-07-09,417.200012,418.666992,414.000000,415.867004,407.524231,1464405
2018-07-10,418.266998,427.333008,416.032990,424.733002,416.212372,3389203
2018-07-11,424.066986,424.200012,398.700012,402.299988,394.229401,4669614
2018-07-12,403.933014,407.299988,385.100006,387.967010,380.183929,5765943
2018-07-13,387.333008,387.666992,365.899994,375.032990,367.509399,15161788
2018-07-16,379.532990,379.532990,368.733002,373.200012,365.713196,7154964
2018-07-17,374.433014,383.833008,373.333008,380.666992,373.030365,3152394
2018-07-18,382.666992,385.100006,367.600006,371.233002,363.785614,3730662
