Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,501.100006,508.700012,500.049988,503.100006,475.047333,1115837
2018-01-02,503.500000,515.000000,503.500000,513.950012,485.292358,2204383
2018-01-03,516.099976,525.000000,515.700012,519.450012,490.485687,2288877
2018-01-04,519.500000,525.000000,514.000000,522.549988,493.412750,1460097
2018-01-05,521.000000,527.000000,514.849976,525.450012,496.151093,1756809
2018-01-08,520.700012,542.849976,520.700012,536.299988,506.396088,2795379
2018-01-09,540.000000,540.000000,529.000000,533.849976,504.082672,1855191
2018-01-10,535.000000,544.000000,533.799988,542.099976,511.872681,2748547
2018-01-11,544.000000,555.849976,542.700012,551.700012,520.937439,3485380
2018-01-12,550.000000,554.500000,548.000000,550.750000,520.040405,2790912
2018-01-15,550.950012,554.900024,542.349976,543.750000,513.430664,1959669
2018-01-16,548.000000,563.000000,547.299988,557.650024,526.555664,4791310
2018-01-17,559.950012,564.549988,553.150024,554.900024,523.958984,1636201
2018-01-18,560.000000,560.000000,550.250000,552.650024,521.834473,2158972
2018-01-19,553.000000,558.500000,547.049988,552.900024,522.070557,1951962
2018-01-22,550.000000,572.400024,549.700012,569.500000,537.744873,4127554
2018-01-23,569.150024,590.700012,564.200012,588.250000,555.449402,4103152
2018-01-24,584.150024,612.450012,584.150024,603.150024,569.518616,6672393
2018-01-25,604.500000,613.450012,588.099976,598.450012,565.080688,5104213
2018-01-29,599.049988,608.700012,595.450012,604.799988,571.076599,3352495
2018-01-30,600.000000,611.250000,593.200012,602.950012,569.329773,6290644
2018-01-31,602.799988,626.200012,597.000000,612.650024,578.488892,7244068
2018-02-01,612.549988,619.500000,607.049988,611.049988,576.978027,2479739
2018-02-02,604.299988,622.500000,599.049988,619.450012,584.909729,3994302
2018-02-05,609.900024,631.200012,609.400024,629.049988,593.974426,3500770
2018-02-06,601.000000,621.200012,601.000000,606.700012,572.870667,3104038
2018-02-07,611.799988,617.299988,596.950012,603.099976,569.471375,3653165
2018-02-08,610.000000,622.000000,594.950012,608.250000,574.334167,2894969
2018-02-09,601.000000,603.000000,589.400024,595.250000,562.059082,3481551
2018-02-12,598.000000,604.900024,586.150024,590.349976,557.432312,2343988
2018-02-14,588.500000,614.599976,588.500000,611.500000,577.402954,5004415
2018-02-15,615.000000,618.599976,604.000000,605.650024,571.879150,1676641
2018-02-16,610.000000,613.700012,581.200012,584.349976,551.766846,2887255
2018-02-19,588.750000,588.750000,563.650024,572.450012,540.530457,3170119
2018-02-20,575.000000,582.200012,569.000000,574.200012,542.182800,2273116
2018-02-21,581.049988,598.000000,566.549988,595.200012,562.011841,5590807
2018-02-22,592.000000,606.450012,592.000000,602.599976,568.999207,4421727
2018-02-23,607.000000,624.950012,605.000000,621.450012,586.798218,3490526
2018-02-26,622.000000,627.450012,611.049988,612.450012,578.300049,2923731
2018-02-27,618.000000,618.299988,602.450012,610.549988,576.505981,1905663
2018-02-28,610.200012,615.000000,603.849976,612.650024,578.488892,2113430
2018-03-01,612.049988,615.900024,605.549988,611.900024,577.780701,2226114
2018-03-05,608.500000,634.900024,606.549988,630.849976,595.673950,4765322
2018-03-06,631.900024,633.900024,615.000000,617.250000,582.832336,2424505
2018-03-07,619.799988,626.450012,606.549988,609.049988,575.089539,1787149
2018-03-08,615.000000,616.750000,603.000000,607.200012,573.342712,1858046
2018-03-09,609.700012,623.099976,606.500000,619.200012,584.673645,2095483
2018-03-12,621.150024,636.400024,616.700012,619.549988,585.004089,4336200
2018-03-13,620.000000,624.950012,613.599976,619.150024,584.626404,2306960
2018-03-14,617.500000,640.750000,617.500000,639.099976,603.463928,3825750
2018-03-15,641.700012,651.950012,627.049988,631.849976,596.618225,5855371
2018-03-16,634.700012,639.000000,627.000000,634.700012,599.309387,3741772
2018-03-19,634.849976,637.400024,608.000000,609.900024,575.892273,1731324
2018-03-20,605.000000,635.299988,603.099976,633.400024,598.081848,3320421
2018-03-21,635.000000,636.849976,621.250000,625.849976,590.952820,2428150
2018-03-22,627.000000,631.000000,616.500000,619.049988,584.531982,1785067
2018-03-23,607.500000,625.000000,604.750000,623.349976,588.592224,3153066
2018-03-26,623.000000,628.599976,617.000000,620.400024,585.806763,1552991
2018-03-27,625.000000,629.599976,619.000000,621.650024,586.987061,1135697
2018-03-28,621.200012,641.000000,616.650024,638.700012,603.086304,5534298
2018-04-02,638.700012,646.500000,634.099976,640.299988,604.597046,2095519
2018-04-03,636.500000,638.000000,613.500000,615.950012,581.604858,3851192
2018-04-04,618.000000,622.000000,603.250000,606.299988,572.492920,2670676
2018-04-05,616.200012,620.750000,604.549988,617.349976,582.926758,2809480
2018-04-06,616.000000,622.000000,613.799988,618.200012,583.729431,1160620
2018-04-09,621.000000,622.500000,613.250000,614.849976,580.566162,1427650
2018-04-10,620.900024,629.500000,611.500000,626.450012,591.519409,2085181
2018-04-11,626.049988,636.799988,620.650024,633.349976,598.034607,2139871
2018-04-12,636.400024,655.000000,634.049988,652.799988,616.400085,3614281
2018-04-13,652.549988,673.849976,641.099976,671.549988,634.104553,5653116
2018-04-16,658.099976,682.799988,657.500000,668.700012,631.413513,3931095
2018-04-17,671.000000,672.500000,661.650024,668.299988,631.035767,1576573
2018-04-18,668.950012,674.000000,654.200012,656.799988,620.177063,1676060
2018-04-19,662.950012,669.250000,655.950012,665.200012,628.108704,2662071
2018-04-20,667.000000,706.000000,667.000000,700.500000,661.440369,5490181
2018-04-23,694.549988,729.500000,690.599976,702.000000,662.856689,6998046
2018-04-24,695.000000,699.750000,680.000000,682.700012,644.632935,2728320
2018-04-25,685.900024,699.950012,677.000000,686.400024,648.126648,4560558
2018-04-26,681.000000,697.000000,680.650024,691.099976,652.564453,2852323
2018-04-27,695.049988,695.849976,668.450012,670.500000,633.113159,3756249
2018-04-30,675.000000,684.150024,668.099976,670.599976,633.207581,2639069
2018-05-02,674.000000,674.000000,655.500000,662.549988,625.606445,1745715
2018-05-03,662.549988,667.000000,645.900024,652.950012,616.541748,2284475
2018-05-04,652.950012,665.599976,636.450012,662.650024,625.700867,3162498
2018-05-07,671.750000,675.500000,654.200012,657.400024,620.743591,2770174
