Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,3810.000000,3810.000000,3740.000000,3749.100098,3357.958008,201102
2018-01-02,3781.000000,3784.350098,3719.250000,3743.850098,3353.255371,258156
2018-01-03,3728.000000,3764.399902,3728.000000,3755.199951,3363.421387,274963
2018-01-04,3755.000000,3759.949951,3721.550049,3738.899902,3348.821777,196775
2018-01-05,3758.699951,3758.699951,3726.199951,3744.649902,3353.971924,234199
2018-01-08,3773.000000,3792.000000,3745.300049,3786.750000,3391.680176,249549
2018-01-09,3800.000000,3804.800049,3742.649902,3749.449951,3358.271484,290158
2018-01-10,3740.000000,3752.550049,3725.000000,3736.899902,3347.030762,250123
2018-01-11,3740.699951,3743.199951,3700.199951,3705.649902,3319.040771,366134
2018-01-12,3726.899902,3726.899902,3650.600098,3687.350098,3302.650146,363795
2018-01-15,3687.699951,3700.000000,3613.649902,3628.800049,3250.208740,229198
2018-01-16,3637.699951,3664.000000,3578.149902,3586.100098,3211.963867,271813
2018-01-17,3586.000000,3590.149902,3526.300049,3566.850098,3194.721924,501484
2018-01-18,3586.000000,3643.000000,3576.050049,3593.350098,3218.457520,345926
2018-01-19,3558.000000,3620.000000,3552.300049,3589.750000,3215.232666,295410
2018-01-22,3592.750000,3621.899902,3589.100098,3602.949951,3227.055908,320126
2018-01-23,3634.000000,3635.000000,3608.250000,3630.000000,3251.283691,285236
2018-01-24,3629.699951,3650.000000,3600.000000,3645.500000,3265.166504,312383
2018-01-25,3659.899902,3659.899902,3561.000000,3571.199951,3198.618164,487836
2018-01-29,3584.699951,3658.250000,3574.550049,3641.750000,3261.807617,403110
2018-01-30,3657.399902,3696.000000,3649.899902,3687.850098,3303.098389,540432
2018-01-31,3703.000000,3747.899902,3682.000000,3691.449951,3306.322754,558327
2018-02-01,3695.149902,3744.000000,3692.500000,3732.949951,3343.492920,346581
2018-02-02,3729.699951,3752.449951,3612.699951,3623.449951,3245.416992,469510
2018-02-05,3598.000000,3662.600098,3550.050049,3636.399902,3257.015381,319150
2018-02-06,3527.300049,3564.800049,3450.000000,3541.850098,3172.330566,442426
2018-02-07,3618.899902,3620.000000,3542.500000,3566.399902,3194.318848,336709
2018-02-08,3570.000000,3615.949951,3555.000000,3582.199951,3208.470459,325607
2018-02-09,3536.800049,3576.350098,3530.100098,3546.100098,3176.136719,604849
2018-02-12,3566.000000,3616.699951,3545.500000,3611.899902,3235.072021,385092
2018-02-14,3620.399902,3624.000000,3562.649902,3596.050049,3220.875977,315246
2018-02-15,3565.000000,3575.000000,3520.000000,3527.250000,3208.323242,221710
2018-02-16,3549.000000,3549.800049,3485.000000,3494.199951,3178.261475,219454
2018-02-19,3502.000000,3519.350098,3442.000000,3465.699951,3152.338379,246616
2018-02-20,3466.000000,3518.000000,3443.250000,3477.449951,3163.026611,340087
2018-02-21,3517.800049,3517.800049,3460.000000,3490.750000,3175.123779,266352
2018-02-22,3484.000000,3499.300049,3458.699951,3481.199951,3166.437012,434663
2018-02-23,3483.399902,3508.000000,3455.000000,3494.699951,3178.716309,142023
2018-02-26,3519.000000,3549.949951,3500.399902,3537.850098,3217.965088,361326
2018-02-27,3573.100098,3593.949951,3545.000000,3585.500000,3261.306396,320893
2018-02-28,3525.000000,3613.000000,3525.000000,3596.699951,3271.493652,362559
2018-03-01,3575.000000,3596.949951,3565.149902,3576.899902,3253.483887,200696
2018-03-05,3578.000000,3581.899902,3535.000000,3556.449951,3234.883057,242671
2018-03-06,3571.100098,3595.000000,3544.699951,3561.899902,3239.840332,380991
2018-03-07,3550.000000,3560.000000,3515.000000,3554.399902,3233.018311,234750
2018-03-08,3561.000000,3601.000000,3545.649902,3586.699951,3262.397949,145720
2018-03-09,3605.899902,3661.449951,3581.000000,3586.350098,3262.079834,272293
2018-03-12,3600.399902,3718.000000,3599.850098,3694.500000,3360.450928,192336
2018-03-13,3694.949951,3729.750000,3672.000000,3701.199951,3366.545166,233650
2018-03-14,3680.000000,3687.199951,3622.000000,3639.350098,3310.287354,192489
2018-03-15,3641.899902,3690.000000,3632.000000,3640.800049,3311.606689,198082
2018-03-16,3665.000000,3665.000000,3530.649902,3546.100098,3225.468750,462796
2018-03-19,3546.000000,3549.000000,3490.800049,3515.300049,3197.453857,252482
2018-03-20,3498.100098,3537.000000,3498.100098,3513.800049,3196.089355,212901
2018-03-21,3529.949951,3529.949951,3455.550049,3463.600098,3150.428467,667122
2018-03-22,3473.199951,3484.850098,3440.000000,3452.300049,3140.150391,482411
2018-03-23,3435.100098,3435.100098,3361.050049,3413.750000,3105.085938,423299
2018-03-26,3414.000000,3501.699951,3365.500000,3481.699951,3166.891846,359650
2018-03-27,3485.100098,3488.000000,3436.000000,3464.699951,3151.428955,325438
2018-03-28,3455.000000,3579.000000,3428.050049,3542.800049,3222.467529,786796
2018-04-02,3544.000000,3654.649902,3512.199951,3646.000000,3316.336182,244943
2018-04-03,3644.949951,3669.000000,3621.000000,3644.949951,3315.381104,318581
2018-04-04,3653.500000,3695.000000,3627.000000,3667.149902,3335.573975,526063
2018-04-05,3700.000000,3796.000000,3699.949951,3782.149902,3440.175537,440824
2018-04-06,3781.000000,3787.949951,3750.000000,3779.449951,3437.719971,213101
2018-04-09,3784.000000,3807.100098,3775.199951,3798.699951,3455.229004,265991
